City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
698,Boone,US,39.0334,-92.3335,90.81,60,0,11.27,clear sky
699,Shingu,JP,33.7333,135.9833,68.14,94,100,3.85,overcast clouds
700,Fairbanks,US,64.8378,-147.7164,70.48,56,0,8.05,smoke
701,Teruel,ES,40.6667,-0.6667,74.12,32,0,15.9,clear sky
702,Pemangkat,ID,1.1667,108.9667,76.62,90,100,4.99,overcast clouds
703,Hami,CN,42.8,93.45,72.23,31,5,7.49,clear sky
704,Sassandra,CI,4.95,-6.0833,77.09,77,83,5.3,broken clouds
705,Turiacu,BR,-1.6633,-45.3717,80.56,78,81,5.93,broken clouds
706,Chimoio,MZ,-19.1164,33.4833,58.86,88,0,2.24,clear sky
707,Korhogo,CI,9.45,-5.6333,73.31,77,92,5.59,overcast clouds
708,Contamana,PE,-7.3333,-75.0167,85.82,59,67,4.29,broken clouds
709,Joshimath,IN,30.5667,79.5667,63.27,84,99,0.96,overcast clouds
710,Labuan,MY,5.2767,115.2417,75.56,94,20,1.14,few clouds
711,Mahibadhoo,MV,3.7833,72.9667,82.81,75,100,11.12,overcast clouds
712,Vanderhoof,CA,54.0166,-124.0198,61.2,62,100,6.44,overcast clouds
